emp_no,first_name,last_name,dept_no,dept_name
85825,Hongzhu,Zedlitz,d007,Sales
86013,Bikash,Poehlman,d005,Development
86014,Maris,Zeilberger,d005,Development
85827,Basant,Schach,d007,Sales
86015,Erez,Gini,d005,Development
86018,Hideyuki,Wossner,d005,Development
85828,Zita,Bharadwaj,d005,Development
85847,Vesna,Demizu,d005,Development
86024,Gina,Pulkowski,d005,Development
85850,Leszek,Usdin,d005,Development
86029,Yuguang,Cronau,d005,Development
86143,Toshiki,Keohane,d005,Development
86031,Kensyu,Gill,d005,Development
86032,Shigeu,Homond,d005,Development
86035,Khalil,Mungall,d005,Development
86037,Khaled,Badache,d007,Sales
86039,Gritta,Boudaillier,d005,Development
86146,Phillip,Pelc,d005,Development
86041,Zhigen,Maquelin,d005,Development
86149,Arumugam,DiGiano,d005,Development
86153,Yuguang,Perng,d005,Development
86047,Ebru,Suppi,d005,Development
86050,Alenka,Garnick,d005,Development
86051,Hatsukazu,Bale,d005,Development
86155,Tadahiko,Luke,d005,Development
86053,Ohad,Welham,d005,Development
86158,Emran,Kohling,d005,Development
86160,Guther,Milicia,d005,Development
86064,Aiichiro,Negoita,d005,Development
86161,Mats,Vernadat,d005,Development
86065,Suebskul,Fetvedt,d005,Development
86167,Zissis,Albarhamtoshy,d005,Development
86070,Diederik,Restivo,d005,Development
86071,Premsyl,Kavvadias,d007,Sales
86171,Hironobu,Marletta,d005,Development
86078,Kellie,Lovengreen,d005,Development
86175,Marc,Herbst,d005,Development
86083,Parke,Spell,d005,Development
86182,Denis,Peres,d005,Development
86085,Weiwu,Schach,d005,Development
86086,Snehasis,Matteis,d005,Development
86090,Shen,Vural,d005,Development
86202,Zine,Speer,d005,Development
86094,Tesuro,Rosen,d005,Development
86095,Prodip,Ventosa,d005,Development
86096,Heng,Gecseg,d005,Development
86103,Zhiguo,Asmuth,d005,Development
86212,Tesuya,Suppi,d005,Development
86107,Hongzue,McConalogue,d005,Development
86113,Maha,Picco,d005,Development
86114,Xiping,Luff,d005,Development
86215,Georgy,Baer,d005,Development
86115,Shigehiro,Sethi,d005,Development
86119,Yishai,Morrow,d005,Development
86217,Mari,Asrin,d005,Development
86218,Val,Matteis,d005,Development
86125,Dines,Hoppenstand,d005,Development
86220,Nidapan,Danecki,d005,Development
86127,Sumali,Rehfuss,d005,Development
86221,Mohan,Decleir,d005,Development
86223,Kaijung,Peroz,d005,Development
86129,Felicidad,Sherertz,d005,Development
86225,Goncalo,Serdy,d005,Development
86130,Yuchang,Hiyoshi,d005,Development
86226,Collette,Fargier,d005,Development
86135,Constantijn,Ullian,d005,Development
86227,Mohammad,Pillow,d005,Development
86238,Masasuke,Skrikant,d005,Development
86137,Marke,Baranowski,d005,Development
86239,Krister,Serre,d005,Development
86281,Srinidhi,Conde,d005,Development
86284,Fabrizio,Wrigley,d005,Development
86290,Alselm,Willoner,d005,Development
86291,Kerhong,Bashian,d005,Development
86293,Fatemeh,Heering,d005,Development
86296,Koldo,Monkewich,d005,Development
86297,Susuma,Feldmann,d005,Development
86299,Emran,Brookman,d005,Development
86301,Giri,Baumann,d005,Development
86304,Laurentiu,Baez,d005,Development
86310,Remmert,Picel,d005,Development
86241,Guiseppe,Mandell,d005,Development
86313,Toshiko,Fairtlough,d005,Development
86243,Renee,Peroz,d005,Development
86244,Danae,Gewali,d005,Development
86321,Shiv,Vasanthakumar,d005,Development
86250,Nakhoon,Weedman,d005,Development
86328,Subir,Kilgore,d005,Development
86251,Raimond,Malinowski,d005,Development
86330,Tesuya,Shumilov,d005,Development
86331,Visit,Ramamoorthy,d005,Development
86252,Mahendra,Selenyi,d007,Sales
86253,Vidya,Zhang,d005,Development
86259,Yongmin,Atchley,d005,Development
86342,Marit,Boguraev,d005,Development
86344,Mingsen,Berztiss,d005,Development
86267,Masato,Guting,d005,Development
86347,Adam,Crooks,d005,Development
86348,Jouni,Mitzlaff,d005,Development
86351,Jackson,Staylopatis,d007,Sales
86269,Kristinn,Swift,d007,Sales
86353,Tsz,DeMori,d005,Development
86273,Tsuneo,Pramanik,d005,Development
86354,Ronghao,Segond,d005,Development
86277,Nakhoon,Bodoff,d005,Development
86359,Otmar,Ritcey,d005,Development
86361,Ayakannu,Byoun,d005,Development
86421,Kannan,Schwabacher,d005,Development
86366,Mitsuyuki,Bolsens,d005,Development
86368,Shawna,Schurmann,d005,Development
86437,Zvonko,Bednarek,d005,Development
86375,Sergi,Swist,d005,Development
86379,Keiichiro,Sudkamp,d005,Development
86381,Mario,Guardalben,d005,Development
86382,Phule,Jiafu,d005,Development
86446,Yoshimitsu,Awdeh,d005,Development
86386,Szabolcs,Servi,d005,Development
86458,Filipe,Heuser,d005,Development
86388,Honglan,Gils,d005,Development
86466,Gad,Segond,d005,Development
86395,Duke,Grospietsch,d007,Sales
86396,Hongzue,Lagarias,d005,Development
86397,Shrikanth,Schapiro,d005,Development
86399,Guozhong,Baek,d007,Sales
86467,Takahiro,Bain,d005,Development
86470,Dipankar,Barreiro,d005,Development
86403,Arto,Vickson,d007,Sales
86404,Jungsoon,Quaggetto,d005,Development
86406,Uwe,Thambidurai,d005,Development
86476,Chinhyun,Pavlopoulou,d005,Development
86407,Huai,Ramalingam,d005,Development
86482,Amalendu,Lueh,d005,Development
86415,Jahangir,Puppo,d005,Development
86489,Toney,Bahi,d005,Development
86419,Tomofumi,Sinitsyn,d005,Development
86420,Chikako,Benantar,d005,Development
86491,Shuzo,Conta,d005,Development
86492,Takanari,Kalloufi,d005,Development
86493,Yongmin,Katalagarianos,d005,Development
86495,Leszek,Vakili,d005,Development
86567,Janalee,DasSarma,d005,Development
86496,Takanari,Peyn,d005,Development
86502,Suvo,Schwartzburd,d005,Development
86571,Collette,Lanphier,d005,Development
86506,Genta,Hitomi,d005,Development
86584,Luerbio,Peir,d005,Development
86514,Carrsten,Schach,d005,Development
86587,Anestis,Wuwongse,d005,Development
86516,Masadi,Gils,d005,Development
86592,Shounak,Merks,d005,Development
86593,Kellie,Grospietsch,d005,Development
86517,Zhonghua,Thombley,d005,Development
86522,Seongbin,Leivant,d005,Development
86599,Irene,Szilard,d005,Development
86601,Marjo,Erde,d005,Development
86523,Shakhar,Bolotov,d007,Sales
86605,Sham,Barreiro,d005,Development
86524,Ranga,Ritzmann,d005,Development
86606,Khedija,Poupard,d005,Development
86608,Honglan,Shigei,d007,Sales
86528,Maia,Jarecki,d005,Development
86612,Yuchang,McAffer,d007,Sales
86532,Nagui,Sigstam,d005,Development
86615,Arup,Sigstam,d005,Development
86616,Mara,Hiltgen,d005,Development
86540,Turgut,Nitta,d005,Development
86619,Woody,Pashtan,d005,Development
86624,Youssef,Thibadeau,d005,Development
86626,Sashi,Polajnar,d007,Sales
86542,Shahab,Godskesen,d005,Development
86628,Ibibia,Setia,d005,Development
86543,Jongsuk,Kalloufi,d005,Development
86631,Tristan,Isaac,d005,Development
86632,Khosrow,Sewelson,d005,Development
86545,Gunilla,Swick,d005,Development
86634,Odysseas,Terlouw,d005,Development
86549,Ute,Itzfeldt,d007,Sales
86635,Lech,Gelosh,d005,Development
86557,Christophe,Setlzner,d005,Development
86642,Siddarth,Badache,d005,Development
86647,Shakhar,Cincotta,d005,Development
86559,Weiye,Tsukuda,d005,Development
86561,Thodoros,Frolund,d005,Development
86650,Ung,Poujol,d005,Development
86652,Murthy,Larfeldt,d005,Development
86562,Marco,Ginneken,d005,Development
86654,Jeane,Taubenfeld,d007,Sales
86708,Quingbo,Sherertz,d005,Development
86656,Valeri,Berendt,d005,Development
86657,Vasiliy,Haumacher,d005,Development
86660,Stabislas,Steenbeek,d005,Development
86664,Mitsuyuki,Standera,d005,Development
86668,Huican,Slaats,d005,Development
86669,Deniz,Stroustrup,d005,Development
86675,Hairong,Basagni,d005,Development
86677,Mingdong,Marsiglia,d005,Development
86678,KayLiang,Halevi,d005,Development
86683,Maik,Kulisch,d005,Development
86685,Claude,Fontan,d005,Development
86687,Bernt,Kenevan,d005,Development
86692,Basant,Porenta,d005,Development
86710,Geoff,Slutz,d005,Development
86693,Susumu,Ferretti,d005,Development
86695,Jeanna,McAlpine,d005,Development
86712,Bartek,Duclos,d005,Development
86696,Berto,Poupard,d005,Development
86714,Taisook,Vesel,d005,Development
86697,Lobel,Kusalik,d005,Development
86720,Ramzi,Staelin,d005,Development
86721,Ramalingam,Antonakopoulos,d005,Development
86722,Zvonko,Driscoll,d005,Development
86733,Shigeu,Marsiglia,d005,Development
86734,Giordano,Gustavson,d005,Development
86853,Dhritiman,Giveon,d007,Sales
86740,Dante,Stellhorn,d005,Development
86746,Parke,Seiwald,d005,Development
86748,Neelam,Bernatsky,d005,Development
86864,Aris,Panangaden,d005,Development
86752,Danai,Carrere,d005,Development
86869,Arunas,Birsak,d005,Development
86753,Shahab,Krohn,d005,Development
86871,Djenana,Zolotykh,d005,Development
86872,Wanqing,Gecsel,d005,Development
86754,Guadalupe,Vigier,d007,Sales
86879,Oscar,Peac,d005,Development
86758,Neven,Sury,d005,Development
86882,Vugranam,Rissland,d005,Development
86884,Satyanarayana,Fasbender,d005,Development
86760,Arnould,Wroclawski,d005,Development
86888,Sergi,Garnier,d005,Development
86895,Nirmal,Penttonen,d005,Development
86897,Bilhanan,Stassinopoulos,d005,Development
86764,Jouko,Zeleznik,d005,Development
86899,Deborah,Kadhim,d005,Development
86776,Palash,Danecki,d007,Sales
86904,Jovan,Serra,d005,Development
86905,Alenka,Streng,d005,Development
86906,Adel,Fiutem,d005,Development
86777,Van,Haraldson,d005,Development
86911,Kshitij,Eickenmeyer,d005,Development
86779,Honesty,Randi,d005,Development
86783,Girolamo,Ermel,d005,Development
86917,Ramzi,Roison,d005,Development
86919,Aria,Fraisse,d005,Development
86786,Navin,Polajnar,d005,Development
86922,Huai,Pargaonkar,d005,Development
86924,Kenroku,Stellhorn,d005,Development
86788,Golgen,Saoudi,d007,Sales
86929,Tsuneo,Melton,d005,Development
86789,Chanjung,Chappelet,d005,Development
86931,Nirmal,Demeyer,d005,Development
86798,Laurentiu,Honiden,d005,Development
86932,Pragnesh,Backhouse,d005,Development
86933,Shigeichiro,Waterhouse,d005,Development
86934,Jovan,Strooper,d005,Development
86937,Zeljko,Yurov,d005,Development
86938,Xudong,Berendt,d005,Development
86801,Yonghoan,Pouyioutas,d005,Development
86939,Oscar,Dusink,d005,Development
86802,Genta,Emmart,d005,Development
86940,Taiji,Steenbeek,d005,Development
86942,Rayond,Taubenfeld,d005,Development
86803,Rafael,Demeyer,d005,Development
86945,Chenyi,Chvatal,d005,Development
86804,Gay,Antonakopoulos,d005,Development
86946,Toshimi,Weedman,d005,Development
86948,Rosita,Swan,d007,Sales
86805,Mabo,Birjandi,d005,Development
86950,Jixiang,Lanzelotte,d005,Development
86809,Heejo,Rullman,d005,Development
86958,Lijia,Petersohn,d005,Development
86962,Mona,Heping,d005,Development
86813,Hugo,Ranst,d005,Development
86814,Gad,Brodal,d005,Development
86967,Genevieve,Gewali,d005,Development
86815,Dharmaraja,Brandsma,d005,Development
86969,Shai,Rijckaert,d005,Development
86816,Uta,Rabehasaina,d005,Development
86820,Berry,Munke,d005,Development
86971,Geoffry,Peng,d005,Development
86973,Shao,Honiden,d005,Development
86824,Constantine,Motley,d007,Sales
86976,Yefim,Spataro,d005,Development
86828,Margareta,Hempstead,d005,Development
86980,Haldon,Lovengreen,d005,Development
86831,KayLiang,Nanard,d007,Sales
86981,Basant,Navazio,d005,Development
86834,Kazuyasu,McAlpine,d005,Development
86984,Lakshmi,Kawashima,d005,Development
86986,Ortrun,Brookner,d005,Development
86836,Navin,Luga,d005,Development
86988,Ortrun,Hofting,d005,Development
86989,Jouko,Candan,d005,Development
86842,Sukumar,Jansen,d005,Development
86844,Dannz,Iwayama,d005,Development
86991,Franziska,Ramras,d005,Development
86845,Syozo,Hambrick,d005,Development
87136,Sumali,Iwayama,d005,Development
87001,Sanjit,Maquelin,d007,Sales
87010,Janche,Birch,d005,Development
87137,Aluzio,Tsunoo,d007,Sales
87012,Eric,Ruther,d005,Development
87013,Aria,Emmerich,d005,Development
87139,Magy,Koblick,d005,Development
87014,Tzvetan,Walston,d005,Development
87019,Sudharsan,Openshaw,d005,Development
87022,Mario,Eterovic,d005,Development
87141,Marsha,Luders,d005,Development
87024,Eberhardt,Kalloufi,d005,Development
87142,Reinhold,Zeidenstein,d005,Development
87144,Kshitij,Naudin,d005,Development
87030,Shmuel,Prenel,d007,Sales
87039,Otilia,Lieblein,d005,Development
87043,Fay,Anily,d005,Development
87049,Phuoc,Bala,d005,Development
87050,Kiyokazu,Sgarro,d005,Development
87149,Shawna,Himler,d005,Development
87053,Mona,Delgrossi,d005,Development
87054,Szabolcs,Kandlur,d005,Development
87055,KayLiang,Ohori,d005,Development
87156,Yoshinari,Milicia,d005,Development
87056,Gou,Michaeli,d005,Development
87059,Girolamo,Leuchs,d007,Sales
87060,Willard,Birdsall,d007,Sales
87158,Nahid,Neiman,d005,Development
87061,Khalid,Srimani,d005,Development
87062,Mantis,Kroft,d005,Development
87160,Nevio,Gihr,d005,Development
87064,Ewing,Bednarek,d005,Development
87161,Ennio,Sudkamp,d007,Sales
87163,Jiong,Schauser,d005,Development
87070,Tsz,Farrow,d005,Development
87073,Steen,Vasanthakumar,d005,Development
87168,Herb,Beerel,d005,Development
87078,Boalin,Muntz,d005,Development
87170,Macha,Gide,d005,Development
87089,Collette,Pfau,d005,Development
87094,Stevo,Turnbull,d005,Development
87174,Fay,Feldmann,d005,Development
87099,Fun,DuBourdieux,d005,Development
87101,Jiakeng,Brizzi,d005,Development
87180,Krister,Veldwijk,d005,Development
87103,Kersti,Heping,d005,Development
87191,Lijia,Ferriere,d005,Development
87105,Khaled,Restivo,d005,Development
87106,Satosi,Coney,d005,Development
87196,Caolyn,Ozery,d005,Development
87111,Niteen,Schapiro,d005,Development
87112,Haldon,Kieras,d005,Development
87199,Yefim,Luck,d005,Development
87115,Charlene,Zyda,d007,Sales
87202,Hatem,Coors,d007,Sales
87207,Lech,Thombley,d005,Development
87121,Bingning,Baranowski,d005,Development
87130,Licheng,Henders,d005,Development
87221,Kiyokazu,Beerel,d005,Development
87231,Danco,Salinas,d005,Development
87274,Hilari,Gide,d007,Sales
87280,Rosita,Carrere,d005,Development
87285,Sreekrishna,Dredge,d005,Development
87232,Arch,Thebaut,d005,Development
87234,Boriana,Mungall,d007,Sales
87289,Jouni,Besselaar,d005,Development
87290,DeForest,Reghbati,d005,Development
87235,Mary,Speek,d005,Development
87291,Leaf,Lowrie,d005,Development
87237,Xinan,Rohrbach,d005,Development
87295,Masami,Wixon,d005,Development
87297,Limsoon,Majewski,d005,Development
87241,Lijia,Socorro,d005,Development
87299,Mayumi,Jahnichen,d005,Development
87242,Mokhtar,Perly,d005,Development
87246,Boaz,Melichar,d007,Sales
87305,Jacopo,Krone,d005,Development
87250,Torsten,Rodham,d005,Development
87309,Kensyu,Danecki,d005,Development
87313,Vishv,Rajala,d005,Development
87260,Evgueni,Mateescu,d005,Development
87319,Zita,Bain,d005,Development
87326,Rafols,Usery,d005,Development
87264,Malu,Rullman,d005,Development
87334,Denis,Cmelik,d005,Development
87335,Kristinn,Luca,d005,Development
87340,Arra,Sidhu,d005,Development
87266,Aral,Stafford,d007,Sales
87344,Giri,Schrooten,d005,Development
87270,Fumitake,Pollacia,d005,Development
87347,Kazuhiko,Katalagarianos,d007,Sales
87348,Gao,Prenel,d005,Development
87272,Constantijn,Ferriere,d005,Development
87353,Quingbo,Coombs,d005,Development
87354,Panayotis,Asmuth,d005,Development
87422,Mohamadou,Lorcy,d005,Development
87358,Ipke,Sridhar,d005,Development
87361,Oguz,Crooks,d005,Development
87364,Jeane,Murtha,d005,Development
87366,Aria,Rubsam,d007,Sales
87423,Yaghout,Remmers,d005,Development
87427,Ramzi,Lores,d005,Development
87367,Jianhui,Verhoeff,d005,Development
87369,Cheong,Merlo,d005,Development
87372,Maren,Stellhorn,d007,Sales
87428,Arup,Sinitsyn,d005,Development
87431,Hilari,Benzaken,d005,Development
87374,Sampalli,Maraist,d007,Sales
87375,Ishfaq,Comyn,d005,Development
87378,Genta,Hiraishi,d005,Development
87438,Junichi,Kakkar,d005,Development
87379,Luise,Jeong,d005,Development
87380,Rafael,Bierman,d005,Development
87444,Collette,Bain,d005,Development
87386,Tesuro,Conry,d005,Development
87387,Sachar,Picht,d005,Development
87445,Subbu,Strandh,d005,Development
87388,Vidya,Jeansoulin,d005,Development
87389,Tran,Talmor,d005,Development
87447,Berni,Baca,d005,Development
87391,Khatoun,Haldar,d005,Development
87449,Golgen,Validov,d005,Development
87393,Ashish,Erdi,d005,Development
87394,Fumino,Birjandi,d005,Development
87452,Uma,Androutsos,d005,Development
87397,Lorien,Perng,d005,Development
87463,Shigeichiro,Hiroyama,d005,Development
87401,Shietung,Zweizig,d005,Development
87403,Valeri,Guerreiro,d005,Development
87406,Reinhold,Bakhtari,d005,Development
87464,Aron,Sommer,d005,Development
87474,Selwyn,Lally,d005,Development
87408,Suzette,Foote,d005,Development
87409,Jeong,Buescher,d005,Development
87412,Branimir,Beetstra,d005,Development
87475,Halsur,Felcyn,d005,Development
87563,Van,Halloran,d005,Development
87564,Arve,Lipner,d005,Development
87565,Djelloul,Fadgyas,d005,Development
87568,Erez,Usery,d005,Development
87477,Sachio,Reinhard,d005,Development
87572,Youpyo,Bage,d005,Development
87575,Menkae,Sadowski,d005,Development
87481,Yuriy,Tsunoo,d005,Development
87482,Munehiro,Gewali,d005,Development
87585,Oscar,Morrin,d005,Development
87483,Vesna,Baranowski,d005,Development
87587,Huiqun,Nivat,d005,Development
87588,Christfried,Trumbly,d005,Development
87484,Bokyung,Wilfing,d005,Development
87589,Arlette,Armand,d005,Development
87486,Ekawit,Eickenmeyer,d005,Development
87492,Susuma,Kushner,d005,Development
87592,Renny,Solovay,d005,Development
87595,Jeong,Crouzet,d005,Development
87493,Harjit,Lemarechal,d005,Development
87596,Sadun,Usdin,d005,Development
87497,Kish,Bratsberg,d005,Development
87599,Huei,Falby,d005,Development
87601,Murthy,Brickell,d005,Development
87603,Mostafa,Hellwagner,d007,Sales
87499,Paraskevi,Kroon,d005,Development
87504,Fumiya,Takanami,d005,Development
87606,Arra,Brookner,d005,Development
87506,Ramzi,Schneeberger,d005,Development
87610,Qingxiang,Uhrik,d005,Development
87507,Basant,Munck,d005,Development
87613,Serge,Khalid,d005,Development
87511,Mabry,Lenart,d005,Development
87614,Debaprosad,Bolotov,d005,Development
87516,Masoud,Puppe,d005,Development
87620,Vincent,Selenyi,d005,Development
87517,Zsolt,Foote,d005,Development
87622,Luerbio,Hutton,d005,Development
87624,Arumugam,Aseltine,d005,Development
87523,Nathan,Maliniak,d005,Development
87629,Ziyad,Hempstead,d005,Development
87632,Christophe,Madeira,d005,Development
87526,Turgut,Lanphier,d007,Sales
87528,Arun,Perna,d005,Development
87640,Shigehito,Swift,d005,Development
87530,Fumiya,Lund,d005,Development
87642,Gritta,Streng,d005,Development
87531,Youngkon,Suomi,d005,Development
87644,Sachem,Waeselynck,d005,Development
87647,Geoffrey,Prochazka,d005,Development
87534,Golgen,Apsitis,d007,Sales
87652,Teunis,Turnbull,d005,Development
87653,Moto,Kuzuoka,d005,Development
87537,Rosalyn,Solovay,d005,Development
87654,Mack,Rouquie,d005,Development
87657,Lubomir,Driscoll,d005,Development
87547,Zsolt,Terkki,d005,Development
87663,Lenore,Pews,d005,Development
87548,Kristof,Doering,d005,Development
87553,Dulce,Passafiume,d005,Development
87666,Yishay,Otillio,d005,Development
87701,Debatosh,Stiles,d005,Development
87668,TRUE,Sankaranarayanan,d005,Development
87674,Chandrasekaran,Peac,d005,Development
87677,Collette,Rijsenbrij,d005,Development
87703,Gila,Grospietsch,d005,Development
87680,Tua,Serra,d005,Development
87681,IEEE,Birge,d005,Development
87710,Tsvetan,Schaad,d005,Development
87711,Willard,Dulay,d007,Sales
87686,Kwan,Ellozy,d005,Development
87712,Bingning,Beutelspacher,d005,Development
87690,Sahrah,Ramras,d005,Development
87713,Ronnie,Birke,d005,Development
87691,Morrie,Conry,d005,Development
87718,Georg,Gips,d005,Development
87693,Mikhail,Osgood,d005,Development
87694,Przemyslawa,Pietrzykowski,d005,Development
87696,Yongmao,Mungall,d005,Development
87719,Aleksander,Lanzelotte,d005,Development
87697,Sanjoy,Luit,d007,Sales
87723,Uwe,Kowalchuk,d005,Development
87725,Ung,Morrey,d005,Development
87726,Herbert,Streit,d005,Development
87844,Kazuhisa,Dalton,d005,Development
87734,Poorav,Condotta,d005,Development
87735,Gilbert,Gist,d005,Development
87850,Bernice,Nicolson,d005,Development
87851,Aloys,Asser,d007,Sales
87737,Taisook,Luders,d005,Development
87852,Nikolaos,Pokrovskii,d007,Sales
87739,Jenwei,Suomi,d005,Development
87855,Uriel,Gronowski,d005,Development
87857,Anneli,Poehlman,d005,Development
87741,Marsal,Servieres,d005,Development
87858,Leni,Giaccio,d005,Development
87751,Lakshmi,Frolund,d007,Sales
87860,Shmuel,Bultermann,d005,Development
87861,Francoise,Sluis,d005,Development
87754,Aleksander,Crabtree,d005,Development
87864,Gil,Zuberek,d005,Development
87867,Yishai,Szemeredi,d005,Development
87755,Duro,Mahnke,d005,Development
87868,Shigeu,Pell,d005,Development
87756,Adel,Pero,d005,Development
87869,Alassane,Luit,d007,Sales
87871,Teunis,Tanemo,d005,Development
87764,Jordanka,Spataro,d005,Development
87874,Junichi,Staelin,d005,Development
87875,Anneli,Reeker,d005,Development
87877,Sampalli,Undy,d007,Sales
87878,Leen,Onuegbe,d005,Development
87879,Adib,Vural,d005,Development
87767,Kristof,Steinauer,d005,Development
87881,Yechezkel,Masaki,d005,Development
87770,Jayesh,Munck,d005,Development
87883,Qingxiang,Cummings,d005,Development
87884,Huei,DuCasse,d005,Development
87774,Zhigen,Copas,d005,Development
87775,Pintsang,Parfitt,d005,Development
87780,Nevin,Strehl,d005,Development
87894,Sibyl,Decaestecker,d005,Development
87900,Leandro,Hiyoshi,d005,Development
87902,Phuoc,Compeau,d005,Development
87906,Shigehiro,DiGiano,d005,Development
87909,Maja,Schapire,d005,Development
87913,Chikako,Birch,d005,Development
87914,Adam,Leaver,d005,Development
87916,Kwangsub,Gulak,d005,Development
87782,Fox,Willoner,d005,Development
87918,Aamod,Silva,d005,Development
87783,Conor,Thorensen,d005,Development
87920,Steve,Bratten,d005,Development
87922,Sampalli,Hedayat,d005,Development
87784,Idoia,Openshaw,d005,Development
87925,Kwangsub,Roohalamini,d005,Development
87788,Hugo,Peot,d005,Development
87790,Wayne,Sudbeck,d005,Development
87933,Uma,Ruther,d005,Development
87939,Kellie,Spelt,d005,Development
87797,Nadjib,Frijda,d005,Development
87945,Premsyl,Makrucki,d005,Development
87947,Alair,Sanella,d005,Development
87948,Subhash,Kalafatis,d005,Development
87798,Heather,Lanphier,d005,Development
87949,Khaled,Leaver,d005,Development
87800,Seongbin,Luks,d005,Development
87950,Genta,Fontet,d005,Development
87951,Ottavia,Rohrbach,d005,Development
87805,Angel,Iisaka,d005,Development
87952,Lijie,Rosti,d005,Development
87958,Leandro,Mattern,d005,Development
87806,Khatoun,Shokrollahi,d007,Sales
87811,Shin,Mandelberg,d005,Development
87815,Danco,Krider,d005,Development
87966,Kayoko,Munos,d005,Development
87816,Shigehiro,Zirintsis,d005,Development
87969,Junichi,Borstler,d005,Development
87818,Takahito,Merkl,d005,Development
87971,Giap,Nyanchama,d005,Development
87822,Goncalo,Simmen,d005,Development
87823,Piyush,Kropatsch,d005,Development
87982,Lijia,Conia,d005,Development
87824,Serenella,Falster,d005,Development
87825,Chandrasekaran,Fasbender,d005,Development
87826,Domenick,Lienhardt,d005,Development
87827,Rimli,Baaz,d005,Development
87986,Youssef,Shokrollahi,d005,Development
87834,Ioana,Luiz,d005,Development
87992,Moriyoshi,Iivonen,d007,Sales
87838,Macha,Menhardt,d005,Development
87993,Masasuke,Hiraishi,d005,Development
87994,Heejo,Merks,d005,Development
87997,Yucel,Edelhoff,d005,Development
87841,Arto,Delgrossi,d005,Development
88129,Jagoda,Comte,d005,Development
88001,Arne,Skrikant,d005,Development
88003,Radhika,Rassart,d005,Development
88004,Arun,Lupu,d005,Development
88005,Mrinalini,Brookman,d005,Development
88007,Macha,Lorin,d005,Development
88135,Tianruo,Eterovic,d005,Development
88009,Fumiya,Varker,d005,Development
88010,Prodip,Ventosa,d007,Sales
88013,Frederique,Vasanthakumar,d007,Sales
88015,Dmitry,Akiyama,d005,Development
88136,Shir,Stille,d005,Development
88016,Faiza,Georgakopoulos,d005,Development
88140,Gunilla,Vernadat,d005,Development
88025,Mahendra,Fordan,d005,Development
88028,Mariangiola,Curless,d005,Development
88142,Tokuyasu,Marzano,d005,Development
88032,Urs,Serra,d007,Sales
88143,Marl,Nooteboom,d005,Development
88034,Francoise,Garrabrants,d005,Development
88035,Lijie,Slutz,d005,Development
88145,Sanjit,Ernst,d005,Development
88039,Jianhui,Merli,d005,Development
88149,Shigeaki,Plesums,d005,Development
88156,Larisa,Ranta,d005,Development
88045,Kenroku,Perly,d005,Development
88047,Zhenbing,Carrera,d005,Development
88158,Ebru,Chenoweth,d005,Development
88160,Muneo,Chiodo,d005,Development
88052,Ravishankar,Luke,d005,Development
88054,Wilmer,Meriste,d005,Development
88164,Francoise,Schmezko,d005,Development
88059,Teunis,Klassen,d005,Development
88171,Genevieve,Eterovic,d005,Development
88061,Diederik,Rajaraman,d005,Development
88063,Kellie,Mundy,d005,Development
88065,Gopalakrishnan,Cherinka,d005,Development
88173,Somnath,Kavanagh,d005,Development
88066,Nahum,Falco,d005,Development
88067,Jeane,Hasenauer,d005,Development
88070,Gritta,Perng,d005,Development
88174,Nigel,Sinicrope,d005,Development
88072,Jeanne,Vecchio,d005,Development
88181,Diederik,Lortz,d005,Development
88075,Elgin,Demir,d005,Development
88080,Mack,Heuser,d007,Sales
88182,Kristinn,Christianini,d005,Development
88189,Adit,Stavenow,d005,Development
88095,Maren,Thisen,d005,Development
88097,Brewster,Kalsbeek,d005,Development
88190,Lech,Radivojevic,d007,Sales
88102,Miquel,Quaggetto,d005,Development
88195,Ghassan,Krogh,d005,Development
88105,Idoia,Malabarba,d005,Development
88198,Toshimi,Tokunaga,d005,Development
88108,Chriss,Spinelli,d005,Development
88114,Sasan,Ghandeharizadeh,d005,Development
88202,Toshimitsu,Gladwell,d005,Development
88115,Marit,Fabrizio,d005,Development
88120,Janche,Grandbois,d005,Development
88122,LiMin,Shigei,d005,Development
88203,Jiann,Reutenauer,d005,Development
88123,Pranjal,Munawer,d005,Development
88213,Zvonko,Varman,d005,Development
88124,Marjo,Uehara,d005,Development
88269,Demin,Kaelbling,d007,Sales
88271,Shakhar,Ratnaker,d005,Development
88276,Dietrich,Schneeberger,d005,Development
88218,Lucian,Francisci,d005,Development
88280,Richard,Aamodt,d005,Development
88282,Honesty,Middleton,d005,Development
88220,Alair,Jakobus,d005,Development
88224,Nahid,Peng,d005,Development
88294,Yannis,Lindqvist,d005,Development
88226,Arto,Malabarba,d005,Development
88295,Oldrich,Saoudi,d005,Development
88230,Bartek,Kowalchuk,d005,Development
88298,Shuji,Vidya,d005,Development
88299,Kazunori,Vidal,d007,Sales
88233,Turgut,Larfeldt,d005,Development
88239,Maja,Simkin,d005,Development
88303,Bernt,Thiria,d005,Development
88244,Alenka,Beilner,d005,Development
88308,Tomokazu,Lipner,d005,Development
88312,Shahab,Trelles,d005,Development
88245,Berthier,Pero,d005,Development
88314,Tsutomu,Denti,d005,Development
88315,Kristof,Budinsky,d005,Development
88247,Marjo,Fasbender,d007,Sales
88316,Ziya,Gill,d005,Development
88249,Ronnie,Varman,d005,Development
88254,Wayne,Welham,d005,Development
88319,Shawna,Stiles,d005,Development
